_MEMBER_gene_name,_LogP_gene_name,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.0536534473203627,GO:0006869,M1,1,0,GO Biological Processes,19,lipid transport,19_GO:0051179 localization,-2.0536534473203627,4.944326530612245,3.57247223059871,30284,350,70,4,5.714285714285714,2.7743094641577843,5243|9429|57488|81575,ABCB1|ABCG2|ESYT2|APOLD1,-0.16620713454569164,0,1,0,0,-7.890250742698915,65.54978354978356,
1,-6.2020678358658055,GO:0048732,M1,1,0,GO Biological Processes,19,gland development,19_GO:0032502 developmental process,-6.2020678358658055,9.097329773030708,8.120677361428275,30284,428,70,9,12.857142857142858,4.000728796580704,785|1392|1906|2908|4088|4124|4851|6926|7067,CACNB4|CRH|EDN1|NR3C1|SMAD3|MAN2A1|NOTCH1|TBX3|THRA,-2.4648950788948065,0,2,1,1,-6.2020678358658055,46.3530612244898,
1,-4.86804381819284,GO:0035270,M1,1,0,GO Biological Processes,19,endocrine system development,19_GO:0032502 developmental process,-4.86804381819284,16.512540894220287,8.564414522260007,30284,131,70,5,7.142857142857143,3.0781843120404813,1392|1906|2908|4088|7067,CRH|EDN1|NR3C1|SMAD3|THRA,-1.6952068338748099,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-4.77139647794172,GO:0071384,M1,1,0,GO Biological Processes,19,cellular response to corticosteroid stimulus,19_GO:0050896 response to stimulus,-4.77139647794172,26.21991341991342,9.872498046881487,30284,66,70,4,5.714285714285714,2.7743094641577843,1392|1906|2908|6338,CRH|EDN1|NR3C1|SCNN1B,-1.6626126510210328,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-4.489442714235139,GO:0031960,M1,1,0,GO Biological Processes,19,response to corticosteroid,19_GO:0050896 response to stimulus,-4.489442714235139,13.77797998180164,7.726422304059322,30284,157,70,5,7.142857142857143,3.0781843120404813,2|1392|1906|2908|6338,A2M|CRH|EDN1|NR3C1|SCNN1B,-1.581573730095165,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-4.429810667808521,GO:0030325,M1,1,0,GO Biological Processes,19,adrenal gland development,19_GO:0032502 developmental process,-4.429810667808521,46.3530612244898,11.556444076197932,30284,28,70,3,4.285714285714286,2.420755730972851,1392|2908|4088,CRH|NR3C1|SMAD3,-1.552975917408516,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-4.337154543888368,GO:0032870,M1,1,0,GO Biological Processes,19,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-4.337154543888368,6.158413828164718,5.941412132267371,30284,562,70,8,11.428571428571429,3.8027150037068127,1392|1906|2908|3791|4851|6338|7067|23191,CRH|EDN1|NR3C1|KDR|NOTCH1|SCNN1B|THRA|CYFIP1,-1.503071773909313,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-4.2569685708496685,GO:0006954,M1,1,0,GO Biological Processes,19,inflammatory response,19_GO:0050896 response to stimulus,-4.2569685708496685,5.998316414954196,5.834808536683614,30284,577,70,8,11.428571428571429,3.8027150037068127,2|1392|2908|4851|6338|7037|81793|84632,A2M|CRH|NR3C1|NOTCH1|SCNN1B|TFRC|TLR10|AFAP1L2,-1.461803866900983,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.959156739086665,GO:0071407,M1,1,0,GO Biological Processes,19,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-3.959156739086665,6.4161016949152545,5.708297630364252,30284,472,70,7,10.0,3.585685828003181,1392|1906|2908|6338|6506|6566|57657,CRH|EDN1|NR3C1|SCNN1B|SLC1A2|SLC16A1|HCN3,-1.3101200708162173,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.7701773012896282,GO:1901654,M1,1,0,GO Biological Processes,19,response to ketone,19_GO:0050896 response to stimulus,-3.7701773012896282,9.700192184497118,6.276592329307241,30284,223,70,5,7.142857142857143,3.0781843120404813,2|1392|1906|2908|6338,A2M|CRH|EDN1|NR3C1|SCNN1B,-1.1633383128136356,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.748902352996076,GO:0071548,M1,1,0,GO Biological Processes,19,response to dexamethasone,19_GO:0050896 response to stimulus,-3.748902352996076,27.614589665653497,8.789085911145937,30284,47,70,3,4.285714285714286,2.420755730972851,1392|1906|2908,CRH|EDN1|NR3C1,-1.1578576317033153,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.547360455156564,GO:0051384,M1,1,0,GO Biological Processes,19,response to glucocorticoid,19_GO:0050896 response to stimulus,-3.547360455156564,12.72436974789916,6.595900003257673,30284,136,70,4,5.714285714285714,2.7743094641577843,2|1392|1906|2908,A2M|CRH|EDN1|NR3C1,-1.0389612313791075,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.499727892528271,GO:0071385,M1,1,0,GO Biological Processes,19,cellular response to glucocorticoid stimulus,19_GO:0050896 response to stimulus,-3.499727892528271,22.769924812030077,7.918468433500048,30284,57,70,3,4.285714285714286,2.420755730972851,1392|1906|2908,CRH|EDN1|NR3C1,-1.0352880801220368,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.3533851774075307,GO:0071383,M1,1,0,GO Biological Processes,19,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-3.3533851774075307,11.310550887021476,6.154108779675174,30284,153,70,4,5.714285714285714,2.7743094641577843,1392|1906|2908|6338,CRH|EDN1|NR3C1|SCNN1B,-0.9414517179421474,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.295795838860769,GO:0099537,M1,1,0,GO Biological Processes,19,trans-synaptic signaling,19_GO:0050789 regulation of biological process,-3.295795838860769,5.981040157998684,5.030800506537087,30284,434,70,6,8.571428571428571,3.345943107252114,785|1392|2908|4851|5327|6506,CACNB4|CRH|NR3C1|NOTCH1|PLAT|SLC1A2,-0.8932536840222404,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.288003760171033,GO:0048545,M1,1,0,GO Biological Processes,19,response to steroid hormone,19_GO:0050896 response to stimulus,-3.288003760171033,7.6167002012072444,5.392428010958156,30284,284,70,5,7.142857142857143,3.0781843120404813,2|1392|1906|2908|6338,A2M|CRH|EDN1|NR3C1|SCNN1B,-0.8932536840222404,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.189169949118992,GO:1901699,M1,1,0,GO Biological Processes,19,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-3.189169949118992,4.7842022116903635,4.631278241390327,30284,633,70,7,10.0,3.585685828003181,1392|1906|3791|6338|6506|23191|57657,CRH|EDN1|KDR|SCNN1B|SLC1A2|CYFIP1|HCN3,-0.862774425525203,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-3.1199734324914155,GO:0099536,M1,1,0,GO Biological Processes,19,synaptic signaling,19_GO:0050789 regulation of biological process,-3.1199734324914155,5.534693877551021,4.763885832059045,30284,469,70,6,8.571428571428571,3.345943107252114,785|1392|2908|4851|5327|6506,CACNB4|CRH|NR3C1|NOTCH1|PLAT|SLC1A2,-0.827724569220368,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.947879882634869,GO:0032370,M1,1,0,GO Biological Processes,19,positive regulation of lipid transport,19_GO:0051179 localization,-2.947879882634869,14.748701298701299,6.216882514816318,30284,88,70,3,4.285714285714286,2.420755730972851,1392|1906|51703,CRH|EDN1|ACSL5,-0.739860065216116,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.833859034550296,GO:0034764,M1,1,0,GO Biological Processes,19,positive regulation of transmembrane transport,19_GO:0051179 localization,-2.833859034550296,8.201489505754909,5.052653758519882,30284,211,70,4,5.714285714285714,2.7743094641577843,1906|6506|7222|51703,EDN1|SLC1A2|TRPC3|ACSL5,-0.6677146113726498,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.7741047847569495,GO:0010817,M1,1,0,GO Biological Processes,19,regulation of hormone levels,19_GO:0065007 biological regulation,-2.7741047847569495,4.7368091762252345,4.249073874334514,30284,548,70,6,8.571428571428571,3.345943107252114,1392|1906|2908|6338|6566|6926,CRH|EDN1|NR3C1|SCNN1B|SLC16A1|TBX3,-0.641697912489838,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.6811680838136147,GO:1901655,M1,1,0,GO Biological Processes,19,cellular response to ketone,19_GO:0050896 response to stimulus,-2.6811680838136147,11.907208387942333,5.49095109974607,30284,109,70,3,4.285714285714286,2.420755730972851,1392|2908|6338,CRH|NR3C1|SCNN1B,-0.5774637824222024,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.6366407333106667,GO:1905954,M1,1,0,GO Biological Processes,19,positive regulation of lipid localization,19_GO:0051179 localization,-2.6366407333106667,11.485714285714286,5.375102433934736,30284,113,70,3,4.285714285714286,2.420755730972851,1392|1906|51703,CRH|EDN1|ACSL5,-0.5453812513735121,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.5648878061149905,GO:0007268,M1,1,0,GO Biological Processes,19,chemical synaptic transmission,19_GO:0050789 regulation of biological process,-2.5648878061149905,5.224982746721878,4.166312626689845,30284,414,70,5,7.142857142857143,3.0781843120404813,785|1392|2908|4851|6506,CACNB4|CRH|NR3C1|NOTCH1|SLC1A2,-0.5044086587688582,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.5648878061149905,GO:0098916,M1,1,0,GO Biological Processes,19,anterograde trans-synaptic signaling,19_GO:0050789 regulation of biological process,-2.5648878061149905,5.224982746721878,4.166312626689845,30284,414,70,5,7.142857142857143,3.0781843120404813,785|1392|2908|4851|6506,CACNB4|CRH|NR3C1|NOTCH1|SLC1A2,-0.5044086587688582,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.4867707441520572,GO:0051046,M1,1,0,GO Biological Processes,19,regulation of secretion,19_GO:0051179 localization,-2.4867707441520572,4.146599726152442,3.829147471127906,30284,626,70,6,8.571428571428571,3.345943107252114,785|1392|1906|4851|4939|6566,CACNB4|CRH|EDN1|NOTCH1|OAS2|SLC16A1,-0.44856799151707716,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.45979166633502,GO:0007610,M1,1,0,GO Biological Processes,19,behavior,19_GO:0032501 multicellular organismal process,-2.45979166633502,4.0942767012167645,3.7899700953395077,30284,634,70,6,8.571428571428571,3.345943107252114,785|1392|2908|6506|6566|7067,CACNB4|CRH|NR3C1|SLC1A2|SLC16A1|THRA,-0.43442613840521227,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.3237157879123047,GO:0009755,M1,1,0,GO Biological Processes,19,hormone-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.3237157879123047,8.88962818003914,4.599600429570911,30284,146,70,3,4.285714285714286,2.420755730972851,1392|2908|7067,CRH|NR3C1|THRA,-0.3555509018850797,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.2362734732929157,GO:0032368,M1,1,0,GO Biological Processes,19,regulation of lipid transport,19_GO:0051179 localization,-2.2362734732929157,8.266787989080983,4.393986598638365,30284,157,70,3,4.285714285714286,2.420755730972851,1392|1906|51703,CRH|EDN1|ACSL5,-0.2914924058201707,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.1559143074201543,GO:0050804,M1,1,0,GO Biological Processes,19,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-2.1559143074201543,4.175951461665748,3.509319046202946,30284,518,70,5,7.142857142857143,3.0781843120404813,785|1392|1906|5327|23191,CACNB4|CRH|EDN1|PLAT|CYFIP1,-0.23604075885714915,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.15247584990828,GO:0099177,M1,1,0,GO Biological Processes,19,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-2.15247584990828,4.167905312413983,3.5038643431835244,30284,519,70,5,7.142857142857143,3.0781843120404813,785|1392|1906|5327|23191,CACNB4|CRH|EDN1|PLAT|CYFIP1,-0.23484702847914996,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.148249845323097,GO:0032412,M1,1,0,GO Biological Processes,19,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-2.148249845323097,7.679797125950973,4.19140422653863,30284,169,70,3,4.285714285714286,2.420755730972851,785|1392|1906,CACNB4|CRH|EDN1,-0.23226297096094378,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.093321512833102,GO:0022898,M1,1,0,GO Biological Processes,19,regulation of transmembrane transporter activity,19_GO:0051179 localization,-2.093321512833102,7.332687651331719,4.067104352005839,30284,177,70,3,4.285714285714286,2.420755730972851,785|1392|1906,CACNB4|CRH|EDN1,-0.20124679587636018,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-2.0159008822299267,GO:1905952,M1,1,0,GO Biological Processes,19,regulation of lipid localization,19_GO:0051179 localization,-2.0159008822299267,6.867120181405896,3.8945121981434285,30284,189,70,3,4.285714285714286,2.420755730972851,1392|1906|51703,CRH|EDN1|ACSL5,-0.14353575428507492,0,2,0,0,-6.2020678358658055,46.3530612244898,
1,-5.573482302315454,GO:1900182,M1,1,0,GO Biological Processes,19,positive regulation of protein localization to nucleus,19_GO:0051179 localization,-5.573482302315454,23.012158054711247,10.288198825678005,30284,94,70,5,7.142857142857143,3.0781843120404813,785|1906|4088|7037|9531,CACNB4|EDN1|SMAD3|TFRC|BAG3,-2.0793475940307493,0,3,1,1,-5.573482302315454,23.012158054711247,
1,-4.640780222340234,GO:1900180,M1,1,0,GO Biological Processes,19,regulation of protein localization to nucleus,19_GO:0051179 localization,-4.640780222340234,14.8160469667319,8.054662921115842,30284,146,70,5,7.142857142857143,3.0781843120404813,785|1906|4088|7037|9531,CACNB4|EDN1|SMAD3|TFRC|BAG3,-1.6237667687751918,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.9252534911155106,GO:0034762,M1,1,0,GO Biological Processes,19,regulation of transmembrane transport,19_GO:0051179 localization,-3.9252534911155106,6.335564853556486,5.6596146057455785,30284,478,70,7,10.0,3.585685828003181,785|1392|1906|3773|6506|7222|51703,CACNB4|CRH|EDN1|KCNJ16|SLC1A2|TRPC3|ACSL5,-1.2849907471525681,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.810333293523943,GO:1903829,M1,1,0,GO Biological Processes,19,positive regulation of protein localization,19_GO:0051179 localization,-3.810333293523943,6.068937875751503,5.495570644860578,30284,499,70,7,10.0,3.585685828003181,785|1392|1906|4088|7037|9531|9695,CACNB4|CRH|EDN1|SMAD3|TFRC|BAG3|EDEM1,-1.1871038888597807,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.7254606265798857,GO:0034703,M1,1,0,GO Cellular Components,20,cation channel complex,,-3.7254606265798857,9.4874686716792,6.191906255509649,30284,228,70,5,7.142857142857143,3.0781843120404813,785|3773|6338|7222|57657,CACNB4|KCNJ16|SCNN1B|TRPC3|HCN3,-1.1421027339534158,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.690708192164563,GO:0050801,M1,1,0,GO Biological Processes,19,monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-3.690708192164563,5.801532567049809,5.326334412746086,30284,522,70,7,10.0,3.585685828003181,785|1392|1906|3791|6338|7037|7222,CACNB4|CRH|EDN1|KDR|SCNN1B|TFRC|TRPC3,-1.118924735449862,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.2589075085126082,GO:0022890,M1,1,0,GO Molecular Functions,21,inorganic cation transmembrane transporter activity,,-3.2589075085126082,4.916233766233766,4.726712467765371,30284,616,70,7,10.0,3.585685828003181,785|3773|6338|6506|6566|7222|57657,CACNB4|KCNJ16|SCNN1B|SLC1A2|SLC16A1|TRPC3|HCN3,-0.8837585661147697,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.2541922356965607,GO:0098771,M1,1,0,GO Biological Processes,19,inorganic ion homeostasis,19_GO:0042592 homeostatic process,-3.2541922356965607,5.87278603749192,4.967282609952516,30284,442,70,6,8.571428571428571,3.345943107252114,785|1906|3791|6338|7037|7222,CACNB4|EDN1|KDR|SCNN1B|TFRC|TRPC3,-0.8837585661147697,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.213451324611794,GO:0046873,M1,1,0,GO Molecular Functions,21,metal ion transmembrane transporter activity,,-3.213451324611794,5.768380952380952,4.905302725112526,30284,450,70,6,8.571428571428571,3.345943107252114,785|3773|6338|6506|7222|57657,CACNB4|KCNJ16|SCNN1B|SLC1A2|TRPC3|HCN3,-0.8785399500954754,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.1177392948491476,GO:0008324,M1,1,0,GO Molecular Functions,21,monoatomic cation transmembrane transporter activity,,-3.1177392948491476,4.651920122887865,4.533862128650962,30284,651,70,7,10.0,3.585685828003181,785|3773|6338|6506|6566|7222|57657,CACNB4|KCNJ16|SCNN1B|SLC1A2|SLC16A1|TRPC3|HCN3,-0.827724569220368,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.1056177901226265,GO:0043269,M1,1,0,GO Biological Processes,19,regulation of monoatomic ion transport,19_GO:0051179 localization,-3.1056177901226265,5.49951573849879,4.742262327159126,30284,472,70,6,8.571428571428571,3.345943107252114,785|1392|1906|3773|5243|7222,CACNB4|CRH|EDN1|KCNJ16|ABCB1|TRPC3,-0.819463485307085,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.0983190613328304,GO:0030001,M1,1,0,GO Biological Processes,19,metal ion transport,19_GO:0051179 localization,-3.0983190613328304,4.616463414634146,4.507431999348951,30284,656,70,7,10.0,3.585685828003181,785|1906|3773|6338|7037|7222|57657,CACNB4|EDN1|KCNJ16|SCNN1B|TFRC|TRPC3|HCN3,-0.8192476406220793,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-3.067038737592939,GO:0022836,M1,1,0,GO Molecular Functions,21,gated channel activity,,-3.067038737592939,6.802336028751124,5.00664045887134,30284,318,70,5,7.142857142857143,3.0781843120404813,785|3773|6338|7222|57657,CACNB4|KCNJ16|SCNN1B|TRPC3|HCN3,-0.799687996600103,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-2.985444787221725,GO:0098662,M1,1,0,GO Biological Processes,19,inorganic cation transmembrane transport,19_GO:0051179 localization,-2.985444787221725,4.414577259475219,4.354238108501703,30284,686,70,7,10.0,3.585685828003181,785|1906|3773|6338|6566|7222|57657,CACNB4|EDN1|KCNJ16|SCNN1B|SLC16A1|TRPC3|HCN3,-0.7534220085706321,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-2.9322011190140542,GO:0005261,M1,1,0,GO Molecular Functions,21,monoatomic cation channel activity,,-2.9322011190140542,6.343527440301634,4.776413686639689,30284,341,70,5,7.142857142857143,3.0781843120404813,785|3773|6338|7222|57657,CACNB4|KCNJ16|SCNN1B|TRPC3|HCN3,-0.7318849005749305,0,3,0,0,-5.573482302315454,23.012158054711247,
1,-2.931238562472655,GO:0098655,M1,1,0,GO Biological Processes,19,monoatomic cation transmembrane transport,19_GO:0051179 localization,-2.931238562472655,4.3201141226818836,4.280901843947031,30284,701,70,7,10.0,3.585685828003181,785|1906|3773|6338|6566|7222|57657,CACNB4|EDN1|KCNJ16|SCNN1B|SLC16A1|TRPC3|HCN3,-0.7318849005749305,0,3,0,0,-5.573482302315454,23.012158054711247,
